#{"t_start": 1675347725.4204724, "env_id": "pushing-turtle-v0"}
r,l,t
0.0,46,3.172564
-1.0,38,3.627043
-5.0,38,4.059542
2.0,36,4.470701
7.0,37,4.846766
-8.0,40,5.257782
-3.0,45,5.723562
10.0,41,6.150408
2.0,36,6.496785
0.0,42,6.906783
-2.0,43,7.375199
-3.0,45,7.819885
2.0,47,8.303664
-5.0,35,8.679663
3.0,33,9.030574
0.0,46,9.522688
-6.0,37,9.929341
7.0,33,10.288842
17.0,42,10.714925
10.0,38,11.118144
5.0,45,11.596104
5.0,33,11.929114
2.0,33,12.279643
-2.0,49,12.775259
4.0,50,16.49513
7.0,40,16.912125
7.0,52,17.426143
13.0,43,17.850884
-5.0,45,18.325711
-11.0,50,18.836421
-16.0,44,19.292609
-1.0,44,19.746044
8.0,39,20.206664
13.0,36,20.605432
5.0,36,21.024367
-6.0,31,21.341426
2.0,33,21.692896
2.0,34,22.031425
2.0,39,22.428343
4.0,44,22.901883
5.0,41,23.319749
11.0,47,23.793906
-3.0,37,24.163592
0.0,46,24.614881
-5.0,41,25.034653
3.0,31,25.339507
6.0,35,25.707341
-6.0,48,26.183898
-5.0,37,26.535957
-4.0,37,30.207813
2.0,39,208.412244
-3.0,34,208.783152
-3.0,36,209.141447
-7.0,45,209.598582
-1.0,35,209.947453
2.0,54,210.504059
5.0,37,210.897773
-4.0,38,211.298284
-3.0,48,211.825859
-15.0,50,212.369349
10.0,38,212.763591
4.0,42,213.231885
-3.0,37,213.654932
-3.0,50,214.181929
5.0,42,214.622246
7.0,45,215.101172
-23.0,47,215.595528
-11.0,53,216.134363
-10.0,44,216.619602
27.0,43,217.10429
-3.0,31,217.429611
0.0,29,217.746153
-2.0,31,218.077972
10.0,39,221.835158
5.0,42,222.376422
0.0,48,222.888389
17.0,38,223.327422
-1.0,56,223.953422
8.0,34,224.32877
0.0,40,224.819554
2.0,32,225.189203
-6.0,56,225.783021
-11.0,44,226.254767
11.0,37,226.662381
-3.0,39,227.088646
9.0,43,227.549171
-5.0,48,228.085364
-9.0,43,228.546371
6.0,31,228.874145
6.0,40,229.30252
5.0,36,229.667289
2.0,51,230.189718
8.0,34,230.561031
5.0,34,230.929379
-9.0,32,231.26206
3.0,34,231.630723
9.0,51,232.181172
7.0,40,232.599849
-3.0,42,236.397431
-10.0,53,237.004129
-1.0,48,424.204357
5.0,36,424.673067
12.0,36,425.117876
2.0,29,425.478415
-3.0,33,425.862316
5.0,38,426.321724
1.0,45,426.851257
10.0,36,427.268763
5.0,45,427.822153
7.0,40,428.36401
9.0,44,428.910753
12.0,40,429.373897
5.0,34,429.763649
-1.0,44,430.267863
-9.0,32,430.656599
5.0,39,431.130328
15.0,43,431.677687
3.0,37,432.135741
-5.0,36,432.558066
-5.0,38,433.052283
23.0,46,433.620517
-3.0,31,433.971163
2.0,44,434.472248
12.0,45,438.274282
2.0,41,438.812957
7.0,43,439.333838
2.0,28,439.673413
10.0,39,440.091949
0.0,36,440.490118
19.0,53,441.086668
11.0,55,441.66061
-5.0,42,442.117297
-2.0,46,442.656364
-8.0,28,442.987325
-1.0,35,443.420387
10.0,42,443.931448
-1.0,45,444.508878
-15.0,45,445.078246
-1.0,42,445.632154
2.0,40,446.141552
18.0,35,446.541406
7.0,42,447.010185
-4.0,49,447.60227
2.0,47,448.176977
3.0,39,448.672068
0.0,40,449.214883
3.0,35,449.703478
9.0,27,450.033117
0.0,49,450.773757
5.0,41,451.21256
3.0,45,451.746589
4.0,38,633.939626
0.0,36,634.334686
10.0,42,634.816119
4.0,50,635.367052
-1.0,50,635.907621
13.0,49,636.417659
18.0,58,637.026757
-3.0,35,637.373051
0.0,38,637.752365
-3.0,42,638.220317
15.0,41,638.646665
7.0,46,639.105846
11.0,42,639.54011
-8.0,37,639.921111
-14.0,47,640.386667
11.0,51,640.927244
10.0,39,641.338593
5.0,40,641.741298
10.0,50,642.258727
4.0,31,642.573756
15.0,38,646.294272
3.0,39,646.693076
-14.0,40,647.088685
-4.0,46,647.562702
-3.0,46,648.023899
-5.0,48,648.503827
0.0,42,648.916824
-5.0,59,649.548932
5.0,44,650.000739
5.0,36,650.378139
7.0,46,650.829111
18.0,44,651.291379
16.0,47,651.816183
7.0,59,652.463774
28.0,37,652.865364
5.0,32,653.187825
4.0,32,653.501423
4.0,46,653.972844
32.0,30,654.302005
4.0,43,654.751693
12.0,39,655.14938
2.0,41,655.5574
-4.0,44,655.982296
12.0,33,656.45397
-1.0,39,656.843804
19.0,44,657.312131
3.0,40,657.746298
3.0,35,658.089867
10.0,48,830.447689
12.0,37,830.823618
16.0,41,831.233931
12.0,38,831.625751
20.0,28,831.912211
7.0,49,832.472665
16.0,40,832.89741
-11.0,39,833.314105
2.0,49,833.814329
13.0,42,834.248755
4.0,51,834.754314
0.0,42,835.172228
-1.0,35,835.513845
20.0,42,835.929543
-1.0,43,836.343959
7.0,42,836.776354
3.0,36,837.131585
25.0,50,837.649637
19.0,39,838.046611
10.0,39,838.423449
7.0,38,842.123713
-6.0,45,842.601527
10.0,43,843.038116
20.0,42,843.479614
8.0,34,843.816679
15.0,35,844.167665
25.0,35,844.531374
12.0,43,844.972444
6.0,52,845.508922
32.0,43,845.961015
11.0,36,846.349249
6.0,33,846.688571
10.0,45,847.140655
5.0,32,847.458244
3.0,36,847.818449
14.0,38,848.199609
5.0,37,848.576627
-6.0,35,848.971072
20.0,42,849.461069
16.0,36,849.885581
-3.0,40,850.314212
10.0,43,850.768926
0.0,40,851.196045
12.0,42,851.64511
16.0,43,852.092947
5.0,37,855.704594
12.0,44,856.172215
16.0,45,856.612159
6.0,40,856.998415
7.0,41,857.405212
4.0,42,857.812908
5.0,36,1032.911605
10.0,35,1033.262511
6.0,46,1033.734804
24.0,44,1034.20942
5.0,34,1034.605743
13.0,42,1035.04336
30.0,47,1035.509266
17.0,45,1035.974499
15.0,48,1036.47584
17.0,39,1036.884518
15.0,46,1037.365649
21.0,41,1037.834522
14.0,46,1038.313196
14.0,39,1038.740478
9.0,34,1039.101106
3.0,44,1039.574324
-1.0,40,1039.996142
13.0,40,1040.427079
6.0,37,1044.282541
19.0,50,1044.806663
5.0,50,1045.313339
25.0,50,1045.840797
25.0,43,1046.273354
18.0,40,1046.679501
22.0,51,1047.199856
18.0,45,1047.684226
2.0,41,1048.13909
-4.0,51,1048.655548
15.0,42,1049.124037
15.0,49,1049.655805
33.0,45,1050.125878
14.0,44,1050.600068
15.0,36,1051.013378
5.0,47,1051.510825
18.0,48,1052.042483
18.0,36,1052.417265
0.0,39,1052.833849
24.0,46,1053.297717
6.0,55,1053.871072
4.0,42,1054.322738
9.0,36,1054.709501
13.0,38,1055.228894
20.0,43,1055.709097
7.0,48,1056.221636
20.0,50,1056.745612
13.0,43,1057.226478
9.0,36,1057.598295
14.0,40,1229.314013
37.0,46,1229.883082
18.0,52,1230.425857
10.0,40,1230.830492
28.0,55,1231.406626
20.0,34,1231.763969
28.0,53,1232.320017
5.0,41,1232.748498
14.0,42,1233.193781
10.0,47,1233.700989
20.0,46,1234.17625
11.0,51,1234.710944
25.0,43,1235.167594
10.0,46,1235.645435
0.0,69,1236.37624
13.0,42,1240.377423
4.0,35,1240.791936
17.0,35,1241.15851
9.0,36,1241.519008
17.0,38,1241.913973
13.0,36,1242.267799
10.0,40,1242.662091
22.0,46,1243.117108
18.0,36,1243.486192
25.0,38,1243.874295
28.0,43,1244.325258
24.0,56,1244.880729
14.0,39,1245.28672
20.0,42,1245.70782
12.0,44,1246.154177
5.0,42,1246.558881
25.0,58,1247.152405
15.0,68,1247.794682
18.0,47,1248.267147
9.0,37,1248.620409
26.0,46,1249.076841
10.0,30,1249.371058
19.0,42,1249.765604
15.0,52,1250.287605
18.0,37,1254.228979
9.0,49,1254.735496
23.0,53,1255.281312
18.0,41,1255.701925
5.0,46,1256.154969
-1.0,44,1256.618877
22.0,53,1257.143731
7.0,37,1423.345277
13.0,33,1423.709148
20.0,37,1424.082918
23.0,43,1424.533627
14.0,39,1424.942988
18.0,44,1425.383953
10.0,40,1425.808845
28.0,38,1426.233428
2.0,38,1426.636194
16.0,48,1427.144912
19.0,54,1427.67376
5.0,41,1428.097532
24.0,53,1428.635266
9.0,56,1429.211761
14.0,50,1429.732154
4.0,45,1433.858932
19.0,44,1434.315841
23.0,48,1434.788904
20.0,44,1435.2329
17.0,40,1435.631541
15.0,25,1435.884961
26.0,42,1436.315298
40.0,72,1437.082524
16.0,55,1437.664776
17.0,54,1438.20314
14.0,45,1438.66078
26.0,45,1439.121906
12.0,41,1439.548065
23.0,50,1440.074897
25.0,51,1440.589502
15.0,36,1440.963425
18.0,68,1441.660126
10.0,42,1442.09078
25.0,50,1442.611151
15.0,43,1443.069975
6.0,45,1443.531699
15.0,54,1447.628373
14.0,55,1448.261784
23.0,43,1448.694774
14.0,49,1449.227288
30.0,46,1449.70212
37.0,60,1450.320254
12.0,47,1450.795074
27.0,54,1451.392282
15.0,32,1623.099523
25.0,36,1623.495942
28.0,45,1623.98219
23.0,43,1624.414958
20.0,39,1624.814402
23.0,40,1625.23211
15.0,53,1625.808213
27.0,43,1626.256912
0.0,50,1626.747359
16.0,49,1627.226909
22.0,46,1627.685198
37.0,49,1628.190856
17.0,53,1628.752185
25.0,51,1629.301472
18.0,44,1633.47085
27.0,40,1633.867595
14.0,30,1634.169963
35.0,41,1634.57337
26.0,50,1635.060889
12.0,54,1635.600551
40.0,50,1636.128676
18.0,52,1636.655842
18.0,46,1637.113547
31.0,54,1637.686129
16.0,48,1638.169346
15.0,42,1638.578498
12.0,47,1639.047652
15.0,45,1639.489816
35.0,64,1640.17798
11.0,43,1640.6144
